dataset,trial,n_layer,n_units,learning_rate,decroissant,activation,optimizer,criterion,mae,rmse,r2
MLP_alsfrs-r_T2_T3,trial_1,1.0,256.0,5e-06,0.0,ReLU,Adam,Huber,2.432565450668335,3.3602206707000732,0.8096197843551636
MLP_alsfrs-r_T2_T3,trial_6,1.0,256.0,0.001,0.0,ReLU,Adam,Huber,2.767012596130371,3.500683069229126,0.7870545983314514
MLP_alsfrs-r_T2_T3,trial_8,1.0,256.0,0.01,0.0,ReLU,Adam,Huber,3.1386220455169678,4.158902645111084,0.7102553248405457
MLP_alsfrs-r_T2_T3,trial_9,1.0,256.0,0.05,0.0,ReLU,Adam,Huber,3.177781343460083,3.8321876525878906,0.7379422783851624
MLP_alsfrs-r_T2_T3,trial_7,1.0,256.0,0.005,0.0,ReLU,Adam,Huber,2.5180671215057373,3.532452344894409,0.7910179495811462
MLP_alsfrs-r_T2_T3,trial_0,1.0,256.0,1e-06,0.0,ReLU,Adam,Huber,2.5438759326934814,3.4228665828704834,0.8057255744934082
MLP_alsfrs-r_T1-T2-T3_T4,trial_5,3.0,512.0,0.0005,0.0,ReLU,Adam,Huber,2.2380282878875732,3.110464334487915,0.8545670509338379
MLP_alsfrs-r_T1-T2-T3_T4,trial_2,3.0,512.0,1e-05,0.0,ReLU,Adam,Huber,2.2027344703674316,3.0106093883514404,0.8643971681594849
MLP_alsfrs-r_T1-T2-T3_T4,trial_3,3.0,512.0,5e-05,0.0,ReLU,Adam,Huber,2.2684130668640137,3.040131092071533,0.8632331490516663
MLP_alsfrs-r_T1-T2-T3_T4,trial_4,3.0,512.0,0.0001,0.0,ReLU,Adam,Huber,2.3453969955444336,3.0991904735565186,0.8585318922996521
MLP_alsfrs-r_T1-T2-T3_T4,trial_1,3.0,512.0,5e-06,0.0,ReLU,Adam,Huber,2.1807825565338135,3.063429117202759,0.8587013483047485
MLP_alsfrs-r_T1-T2-T3_T4,trial_6,3.0,512.0,0.001,0.0,ReLU,Adam,Huber,2.3899779319763184,3.1515157222747803,0.8530248999595642
MLP_alsfrs-r_T1-T2-T3_T4,trial_8,3.0,512.0,0.01,0.0,ReLU,Adam,Huber,3.2165586948394775,4.090415000915527,0.7516035437583923
MLP_alsfrs-r_T1-T2-T3_T4,trial_9,3.0,512.0,0.05,0.0,ReLU,Adam,Huber,3.454041004180908,4.4184250831604,0.7155256867408752
MLP_alsfrs-r_T1-T2-T3_T4,trial_7,3.0,512.0,0.005,0.0,ReLU,Adam,Huber,3.763373851776123,4.605263710021973,0.692091703414917
MLP_alsfrs-r_T1-T2-T3_T4,trial_0,3.0,512.0,1e-06,0.0,ReLU,Adam,Huber,2.210925340652466,3.054105281829834,0.860729992389679
MLP_alsfrs-r_T2-T3-T4_T5,trial_5,2.0,512.0,0.0005,1.0,ReLU,Adam,Huber,2.3223814964294434,3.024096727371216,0.8720358610153198
MLP_alsfrs-r_T2-T3-T4_T5,trial_2,2.0,512.0,1e-05,1.0,ReLU,Adam,Huber,2.369994878768921,3.0614850521087646,0.871003270149231
MLP_alsfrs-r_T2-T3-T4_T5,trial_3,2.0,512.0,5e-05,1.0,ReLU,Adam,Huber,2.346238851547241,3.1004128456115723,0.866302490234375
MLP_alsfrs-r_T2-T3-T4_T5,trial_4,2.0,512.0,0.0001,1.0,ReLU,Adam,Huber,2.328599214553833,3.035907030105591,0.872579038143158
MLP_alsfrs-r_T2-T3-T4_T5,trial_1,2.0,512.0,5e-06,1.0,ReLU,Adam,Huber,2.372514486312866,3.1129350662231445,0.8676400780677795
MLP_alsfrs-r_T2-T3-T4_T5,trial_6,2.0,512.0,0.001,1.0,ReLU,Adam,Huber,2.8198254108428955,3.3693017959594727,0.8502486944198608
MLP_alsfrs-r_T2-T3-T4_T5,trial_8,2.0,512.0,0.01,1.0,ReLU,Adam,Huber,3.539625883102417,4.10784912109375,0.7837445139884949
MLP_alsfrs-r_T2-T3-T4_T5,trial_9,2.0,512.0,0.05,1.0,ReLU,Adam,Huber,3.4470322132110596,4.0206193923950195,0.7942760586738586
MLP_alsfrs-r_T2-T3-T4_T5,trial_7,2.0,512.0,0.005,1.0,ReLU,Adam,Huber,2.3625247478485107,3.103055953979492,0.867438793182373
MLP_alsfrs-r_T2-T3-T4_T5,trial_0,2.0,512.0,1e-06,1.0,ReLU,Adam,Huber,2.5337908267974854,3.3030617237091064,0.8560295701026917
MLP_alsfrs-r_T1-T2_T3,trial_5,3.0,256.0,0.0005,1.0,ReLU,Adam,Huber,2.3673009872436523,3.235121250152588,0.8192204236984253
MLP_alsfrs-r_T1-T2_T3,trial_2,3.0,256.0,1e-05,1.0,ReLU,Adam,Huber,2.3505911827087402,3.258751630783081,0.8185192346572876
MLP_alsfrs-r_T1-T2_T3,trial_3,3.0,256.0,5e-05,1.0,ReLU,Adam,Huber,2.355485200881958,3.244905710220337,0.8192760944366455
MLP_alsfrs-r_T1-T2_T3,trial_4,3.0,256.0,0.0001,1.0,ReLU,Adam,Huber,2.3471179008483887,3.2905449867248535,0.814915657043457
MLP_alsfrs-r_T1-T2_T3,trial_1,3.0,256.0,5e-06,1.0,ReLU,Adam,Huber,2.3789737224578857,3.3601043224334717,0.8083299994468689
MLP_alsfrs-r_T1-T2_T3,trial_6,3.0,256.0,0.001,1.0,ReLU,Adam,Huber,2.613046884536743,3.3829169273376465,0.8000625371932983
MLP_alsfrs-r_T1-T2_T3,trial_8,3.0,256.0,0.01,1.0,ReLU,Adam,Huber,2.7621867656707764,3.7444889545440674,0.7640085816383362
MLP_alsfrs-r_T1-T2_T3,trial_9,3.0,256.0,0.05,1.0,ReLU,Adam,Huber,2.742105484008789,3.739630699157715,0.7647830247879028
MLP_alsfrs-r_T1-T2_T3,trial_7,3.0,256.0,0.005,1.0,ReLU,Adam,Huber,2.6840014457702637,3.679516077041626,0.772059977054596
MLP_alsfrs-r_T1-T2_T3,trial_0,3.0,256.0,1e-06,1.0,ReLU,Adam,Huber,2.7272427082061768,3.696321725845337,0.7760058641433716
MLP_alsfrs-r_T3-T4_T5,trial_5,2.0,512.0,0.0005,1.0,ReLU,Adam,Huber,2.507744789123535,3.485415458679199,0.8357546329498291
MLP_alsfrs-r_T3-T4_T5,trial_2,2.0,512.0,1e-05,1.0,ReLU,Adam,Huber,2.507359743118286,3.4615044593811035,0.8381493091583252
MLP_alsfrs-r_T3-T4_T5,trial_3,2.0,512.0,5e-05,1.0,ReLU,Adam,Huber,2.4761786460876465,3.427110195159912,0.8425635695457458
MLP_alsfrs-r_T3-T4_T5,trial_4,2.0,512.0,0.0001,1.0,ReLU,Adam,Huber,2.5301012992858887,3.503659963607788,0.833683967590332
MLP_alsfrs-r_T3-T4_T5,trial_1,2.0,512.0,5e-06,1.0,ReLU,Adam,Huber,2.5383729934692383,3.5050201416015625,0.834290623664856
MLP_alsfrs-r_T3-T4_T5,trial_6,2.0,512.0,0.001,1.0,ReLU,Adam,Huber,2.688257932662964,3.4525558948516846,0.8464200496673584
MLP_alsfrs-r_T3-T4_T5,trial_8,2.0,512.0,0.01,1.0,ReLU,Adam,Huber,2.580760955810547,3.416391372680664,0.8484260439872742
MLP_alsfrs-r_T3-T4_T5,trial_9,2.0,512.0,0.05,1.0,ReLU,Adam,Huber,3.920501708984375,4.525663375854492,0.7344047427177429
MLP_alsfrs-r_T3-T4_T5,trial_7,2.0,512.0,0.005,1.0,ReLU,Adam,Huber,3.3030059337615967,4.326385021209717,0.7368382215499878
MLP_alsfrs-r_T3-T4_T5,trial_0,2.0,512.0,1e-06,1.0,ReLU,Adam,Huber,2.5546531677246094,3.5370140075683594,0.8308650851249695
MLP_alsfrs-r_T1_T2,trial_5,2.0,512.0,0.0005,0.0,ReLU,Adam,Huber,2.4393696784973145,3.258169651031494,0.7778490781784058
MLP_alsfrs-r_T1_T2,trial_2,2.0,512.0,1e-05,0.0,ReLU,Adam,Huber,2.383028030395508,3.319171905517578,0.7705569863319397
MLP_alsfrs-r_T1_T2,trial_3,2.0,512.0,5e-05,0.0,ReLU,Adam,Huber,2.3531546592712402,3.2399630546569824,0.7813150882720947
MLP_alsfrs-r_T1_T2,trial_4,2.0,512.0,0.0001,0.0,ReLU,Adam,Huber,2.3610801696777344,3.2849154472351074,0.7752836346626282
MLP_alsfrs-r_T1_T2,trial_1,2.0,512.0,5e-06,0.0,ReLU,Adam,Huber,2.387897253036499,3.349372386932373,0.7651849985122681
MLP_alsfrs-r_T1_T2,trial_6,2.0,512.0,0.001,0.0,ReLU,Adam,Huber,2.5063111782073975,3.283276081085205,0.7756856083869934
MLP_alsfrs-r_T1_T2,trial_8,2.0,512.0,0.01,0.0,ReLU,Adam,Huber,2.4332802295684814,3.2438125610351562,0.7811620831489563
MLP_alsfrs-r_T1_T2,trial_9,2.0,512.0,0.05,0.0,ReLU,Adam,Huber,4.3735270500183105,4.952969074249268,0.46632200479507446
MLP_alsfrs-r_T1_T2,trial_7,2.0,512.0,0.005,0.0,ReLU,Adam,Huber,2.7237770557403564,3.416954755783081,0.7574878931045532
MLP_alsfrs-r_T1_T2,trial_0,2.0,512.0,1e-06,0.0,ReLU,Adam,Huber,2.4239630699157715,3.3782737255096436,0.7622045874595642
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_5,1.0,256.0,0.0005,0.0,ReLU,Adam,Huber,2.369141101837158,3.0525166988372803,0.8721351027488708
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_2,1.0,256.0,1e-05,0.0,ReLU,Adam,Huber,2.414592981338501,3.157160758972168,0.8649864792823792
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_3,1.0,256.0,5e-05,0.0,ReLU,Adam,Huber,2.4093050956726074,3.128061056137085,0.8671841621398926
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_4,1.0,256.0,0.0001,0.0,ReLU,Adam,Huber,2.394127607345581,3.1570286750793457,0.8619399070739746
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_1,1.0,256.0,5e-06,0.0,ReLU,Adam,Huber,2.438791513442993,3.192227602005005,0.8627042174339294
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_6,1.0,256.0,0.001,0.0,ReLU,Adam,Huber,2.9005024433135986,3.7696902751922607,0.8002869486808777
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_8,1.0,256.0,0.01,0.0,ReLU,Adam,Huber,2.5500431060791016,3.309781312942505,0.8488884568214417
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_9,1.0,256.0,0.05,0.0,ReLU,Adam,Huber,2.742093086242676,3.325859546661377,0.855793297290802
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_7,1.0,256.0,0.005,0.0,ReLU,Adam,Huber,2.5354321002960205,3.1359188556671143,0.8696531653404236
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_0,1.0,256.0,1e-06,0.0,ReLU,Adam,Huber,2.7535102367401123,3.5730414390563965,0.8343613743782043
MLP_alsfrs-r_T4_T5,trial_5,3.0,256.0,0.0005,1.0,ReLU,Adam,Huber,2.5601704120635986,3.398341655731201,0.8545863032341003
MLP_alsfrs-r_T4_T5,trial_2,3.0,256.0,1e-05,1.0,ReLU,Adam,Huber,2.5206427574157715,3.4114861488342285,0.8542216420173645
MLP_alsfrs-r_T4_T5,trial_3,3.0,256.0,5e-05,1.0,ReLU,Adam,Huber,2.517886161804199,3.4232711791992188,0.8532655239105225
MLP_alsfrs-r_T4_T5,trial_4,3.0,256.0,0.0001,1.0,ReLU,Adam,Huber,2.526362657546997,3.3806939125061035,0.8562266826629639
MLP_alsfrs-r_T4_T5,trial_1,3.0,256.0,5e-06,1.0,ReLU,Adam,Huber,2.5498123168945312,3.463178873062134,0.8499175310134888
MLP_alsfrs-r_T4_T5,trial_6,3.0,256.0,0.001,1.0,ReLU,Adam,Huber,2.536383867263794,3.3886260986328125,0.8556629419326782
MLP_alsfrs-r_T4_T5,trial_8,3.0,256.0,0.01,1.0,ReLU,Adam,Huber,3.552980899810791,4.461795806884766,0.7521992921829224
MLP_alsfrs-r_T4_T5,trial_9,3.0,256.0,0.05,1.0,ReLU,Adam,Huber,3.039832353591919,4.003528594970703,0.8008093237876892
MLP_alsfrs-r_T4_T5,trial_7,3.0,256.0,0.005,1.0,ReLU,Adam,Huber,2.6724226474761963,3.435885429382324,0.8498173356056213
MLP_alsfrs-r_T4_T5,trial_0,3.0,256.0,1e-06,1.0,ReLU,Adam,Huber,2.8274803161621094,3.6655354499816895,0.8319112062454224
